tid;tdate;tname;ttext;ttype;trep;tfav;tstcount;tfol;tfrien;listcount;noname
"408908339968348160";"1386326320";"wombat5301";"Вся в ожидании Оксана 
Упала голой на кровать 
И обалдели от такого 
И муж и мебельный салон )))";"1";"0";"0";"0";"2920";"1058";"1219";"30"
"408908341545431040";"1386326320";"SvetaProtsun";"как же это ахуенно спать до 12ти!
не сложилось на ПОДП дойти)";"1";"0";"0";"0";"2052";"40";"28";"0"
"408908378866335744";"1386326329";"Nazyrzuk";"уезжаю .
Регина , все будет хорошо 
уже лечу , кароч :D";"1";"0";"0";"0";"175";"9";"9";"0"
"408908379923689472";"1386326329";"Vitosha_97";"Джефф красавчик :) спасибо @Darina_Strok за онлайн трансляцию) Всех с победой!!)";"1";"0";"0";"0";"2090";"29";"77";"0"
"408908380137619456";"1386326329";"Juulloou";"RT @masha_sl: Завтра в 33 гимназии новогодняя ярмарка !:)
Начало в 10:00 ,приходите;-)";"1";"0";"9";"0";"32046";"162";"52";"2"
"408908382469230592";"1386326330";"uzazuqom";"Я не знаю, но они были уже здесь задолго нашего появления. /)__) #follow";"1";"0";"0";"0";"108310";"8919";"8908";"15"
"408908448504770560";"1386326345";"lunar_pearl";"@sailortushkan боюсь пересказывать это было бы сложнее)";"1";"0";"0";"0";"212";"20";"25";"0"
"408908449209397248";"1386326346";"prosticoder";"@chippcheg у меня вообще такая тема, что с любой стороны можно меня пнуть =)";"1";"0";"0";"0";"871";"89";"73";"3"
"408908449440104448";"1386326346";"lena1105991";"Наконец-то на Новый Год мы увидим снег, а не слякоть! ))";"1";"0";"0";"0";"1";"2";"10";"0"
"408908449775636480";"1386326346";"prodonbemesynf";"Если написать слово ""ВАТМАН"", то 95% людей прочитают его как ""Бэтмэн"")";"1";"0";"0";"0";"140";"121";"436";"0"
"408908450065027072";"1386326346";"DariaClever";"RT @ollivercom: кому надо повангавать какие у вас трусы, обращаетесь к моему папе, то есть к дурьману :-)";"1";"0";"1";"0";"5674";"136";"88";"1"
"408908492255141888";"1386326356";"DashaTimoshenk1";"АХАХАХАХАХААХАХАХАХХАХААХХААХХАХАХААХХАХАХАХАХАХАЗПЗМХАХАЗПЗААХМЗАЗХАПЗАХ Я ОРИГИНАЛЕЕЕЕЕЕЕЕЕЕН,АЗПЗЩААЗЗПАХХААХА :D";"1";"0";"0";"0";"11384";"845";"452";"3"
"408908494872801280";"1386326356";"ZhenyaMalanova";"Ура переписывать будем в пн,значит можно подежурить :)";"1";"0";"0";"0";"2070";"29";"18";"0"
"408908494889156609";"1386326356";"rzhibrov";"Афигенно всё начиналось!Первые:смс-ки,цветы,мишки,поцелууи*)А сейчас сидишь и понимаешь.больше этого не будет!Да и не надо.будет ещё лучше*)";"1";"0";"0";"0";"27";"3";"37";"0"
"408908535708528640";"1386326366";"Nactu_ha";"RT @Sultanore: Объявление века )))) http://t.co/I9VNiulLfl";"1";"0";"209";"0";"171";"7";"34";"0"
"408908589328502784";"1386326379";"APlastun";"Вот чем я пахну после ванны)#запахсчастья http://t.co/9McjwrtwLa";"1";"0";"0";"0";"529";"130";"20";"3"
"408908590087282688";"1386326379";"Angelinaaaa33";"Лит-ра с русским тоже была збс:D смеялись над всякой фигней ахаха";"1";"0";"0";"0";"628";"28";"23";"0"
"408908590628741121";"1386326379";"ig_postalicious";"RT @MishaKrupin: Доброе утро) дэласол и редман уууу http://t.co/EmAyTmtD7J";"1";"0";"3";"0";"10130";"154";"420";"0"
"408908591442440192";"1386326380";"rutijoxemam";"Разговариваю с техподдержкой Зенона. Остро вспомнился ""WEBSITE IS DOWN!"" :D";"1";"0";"0";"0";"239";"74";"64";"0"
"408908592449085440";"1386326380";"CTAKAH_C_BVB";"RT @infernal_orange: @CTAKAH_C_BVB пиздец хорошо = пизошо, запомни :D";"1";"0";"1";"0";"21543";"146";"62";"4"
"408908593401200640";"1386326380";"pavelektroforce";"Мы с удовольствием будем смотреть донецкий ""ШАХТËР"" и не в ТС ;-) 
Павлик:)";"1";"0";"0";"0";"440";"91";"350";"0"
"408908593405394944";"1386326380";"sluckaya";"Мне сегодня приснилась песня, я ее не знаю и помню только одну строчку: ""он был отлитым пиратом"")) к чему бы это..";"1";"0";"0";"0";"1281";"40";"42";"3"
"408908628255834112";"1386326388";"THE_FREAKISH_97";"@Irreeena у нас учительница болела) не успели пройти программу)";"1";"0";"0";"0";"1795";"44";"36";"0"
"408908629677711360";"1386326389";"vadimrerih";"RT @strelec6120: охуенно замутил) http://t.co/CpkY51AR34";"1";"0";"1";"0";"1505";"40";"303";"0"
"408908632072286208";"1386326389";"lostfriend88";"@dima_ryzhov сам придумал или опять сборник анекдотов прячешь где-то? ))))";"1";"0";"0";"0";"6104";"166";"108";"8"
"408908632261005312";"1386326389";"93_viktoriy";"Только сейчас с трени пришла......на улице наступила настоящая зима.Красотень то какая:*";"1";"0";"0";"0";"384";"104";"216";"0"
"408908633036972032";"1386326389";"anchozar";"@layssummer какая разница,этого не должно было тут быть :D";"1";"0";"0";"0";"9289";"47";"143";"2"
"408908633150619648";"1386326389";"roys_castle";"Покупал сегодня кое-что в топшопе для сестры, все девушки вокруг смотрели на меня с максимально мимимишным выражением лица) #такнеловко";"1";"0";"0";"0";"6051";"236";"117";"4"
"408908634262110208";"1386326390";"outaveli";"RT @BlackaMane_BSM: @outaveli вам пора переходить на iOS,сир...))";"1";"0";"1";"0";"2598";"55";"79";"0"
"408908634618621952";"1386326390";"DroogsMixes";"RT @Boo_Lika: Для тех, кто, проснувшись, читает тви #уфа: На улице снежно и минус 1 градус по Цельсию)) Не скользко и движение машин вялое.…";"1";"0";"1";"0";"1258";"39";"21";"0"
"408908688079208448";"1386326403";"tuykin";"""Наша гордость"" родного лицея :) @ МАОУ Лицей-интернат #1 г. Альметьевска http://t.co/uxeHuRdtb8";"1";"0";"0";"0";"1047";"111";"84";"1"
"408908689592963072";"1386326403";"VickyDepp";"@_staacyyy лишь бы она ни передо мной сидела и ни за мной :D а откуда у неё тяга к обществу проснулась? :D";"1";"0";"0";"0";"7484";"52";"39";"0"
"408908728671694848";"1386326412";"Ksushakos38";"@vikaaaa_rarar это уже просто так, с тобой за компанию)";"1";"0";"0";"0";"1845";"44";"70";"0"
"408908729929986048";"1386326413";"sinawytohylu";"RT @tizycapyfec: кажется, это может быть полезно , надо будет почитать при очередном раунде битвы с натом   %)";"1";"0";"1";"0";"291";"79";"72";"0"
"408908770031304704";"1386326422";"PankratovaKotya";"@fondly_Irina я в последнее время в школе вообще не появляюсь.. а на этой неделе всего на 5 уроках была, плюс завтра не иду в школу)";"1";"0";"0";"0";"756";"72";"89";"0"
"408908771495124992";"1386326422";"Tannet_";"если бы люди могли сразу нормально разговаривать все было бы намного проще)";"1";"0";"0";"0";"17";"17";"19";"0"
"408908772892229632";"1386326423";"616808";"RT @doker_ekb: @pchikov :-) С такими копчеными финнами мой дед в 1939 не воевал";"1";"0";"2";"0";"1704";"21";"37";"0"
"408908773177053185";"1386326423";"qwenivanova2009";"он широко улыбался не давая ей пройти между как всегда заваленными на половину проходом
она была ""рада""
блять)";"1";"0";"0";"0";"1727";"17";"17";"0"
"408908773500391424";"1386326423";"Flcn";"@ylibatsya Это да ) А я вот думаю брать ли на рождетство или нет )";"1";"0";"0";"0";"25879";"748";"247";"27"
"408908821579309057";"1386326434";"olyanovgorodova";"завтра! 
потом в вскр утром на олимпиаду :) 
ууууууууууууууууу";"1";"0";"0";"0";"4255";"84";"68";"0"
"408908822430769152";"1386326435";"literaterra";"@meowsphere доставили, но не догадались заранее позвонить - хорошо, что родители по соседству живут)";"1";"0";"0";"0";"1433";"77";"32";"3"
"408908824201150464";"1386326435";"plaxa__";"RT @Violetta_twit: @plaxa__  С Днём Рождения! Удачи тебе во всем!:З Прости, что утром не поздравила, я просто еще спала :D";"1";"0";"1";"0";"1844";"47";"13";"0"
"408908825971130368";"1386326435";"ToL_Master";"@e_mastah та вообще пох на пробки,никогда их не ощущал,ведь я живу на правом берегу бичис!)";"1";"0";"0";"0";"15368";"359";"94";"0"
"408908871890382850";"1386326446";"Stre_Kozushka";"@Kirill_Prosvir Она к тебе явно неравнодушна! Это самые вкусные конфеты в моей конфетной практике)))";"1";"0";"0";"0";"12343";"116";"87";"3"
"408908872381132800";"1386326446";"lylopugyq";"Всем спать! А то еще нафлудите тут, пока я до работы буду добираться, и рабочий день опять испортится :)";"1";"0";"0";"0";"138";"85";"75";"0"
"408908931311087616";"1386326461";"Vladimirovna409";"RT @vulgar_chipa: записались с  @Vladimirovna409 на маникюр на 18.00 :)";"1";"0";"1";"0";"538";"17";"10";"0"
"408908931763671041";"1386326461";"KaRp_Rp";"@chesteeeeer @samarovroman ну я как всегда опоздаю)";"1";"0";"0";"0";"12481";"230";"146";"0"
"408908931793051649";"1386326461";"riikiachi";"@phioniray правда я хочу чтобы робби вернули, а то он в таком виде и вполовину не так горяч)))))";"1";"0";"0";"0";"41686";"349";"560";"15"
"408908932087050240";"1386326461";"innazhurawlenko";"RT @olyaolyaTerp: Классно потанцевали сегодня с @innazhurawlenko :D мне понравилось валяться на полу школы... :D";"1";"0";"1";"0";"2291";"85";"59";"0"
